character,film,line,processed_lines,line_count,neg,neu,pos,compound
TARKIN,EpisodeIV,Perhaps she would respond to an alternative form of persuasion.,"['perhaps', 'respond', 'alternative', 'form', 'persuasion']",28,0.0,1.0,0.0,0.0
VADER,EpisodeIV,What do you mean?,['mean'],41,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan.,"['think', 'time', 'demonstrate', 'full', 'power', 'stationset', 'course', 'princess', 'leias', 'home', 'planet', 'alderaan']",28,0.0,1.0,0.0,0.0
TROOPER,EpisodeIV,With pleasure.,['pleasure'],19,0.0,0.213,0.787,0.5719
THREEPIO,EpisodeIV,"Lock the door, Artoo.","['lock', 'door', 'artoo']",119,0.0,1.0,0.0,0.0
TROOPER,EpisodeIV,"All right, check that side of the street.  It's secure.  Move on to the next door.","['right', 'check', 'side', 'street', 'secure', 'move', 'next', 'door']",19,0.0,0.862,0.138,0.34
THREEPIO,EpisodeIV,"I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault.","['much', 'rather', 'gone', 'master', 'luke', 'stay', 'know', 'trouble', 'sure', 'must', 'fault']",119,0.154,0.766,0.081,-0.3945
THREEPIO,EpisodeIV,You watch your language!,"['watch', 'language']",119,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"He says it's the best he can do.  Since the XP-38 came out, they ","['says', 'best', 'xpthirty-eight', 'came']",254,0.0,0.756,0.244,0.6369
BEN,EpisodeIV,It will be enough.,"['will', 'enough']",82,0.0,1.0,0.0,0.0
BEN,EpisodeIV,"If the ship's as fast as he's boasting, we ought to do well.","['ships', 'fast', 'boasting']",82,0.0,0.851,0.149,0.2732
JABBA,EpisodeIV,"Come on out, Solo!","['come', 'solo']",6,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"I've been waiting for you, Jabba.","['waiting', 'jabba']",153,0.0,1.0,0.0,0.0
JABBA,EpisodeIV,I expected you would be.,['expected'],6,0.0,1.0,0.0,0.0
HAN,EpisodeIV,I'm not the type to run.,"['type', 'run']",153,0.0,1.0,0.0,0.0
JABBA,EpisodeIV,"Han, my boy, there are times when you disappoint me... why haven't you paid me?  And why did you have to fry poor Greedo like that... after all we've been through together.","['han', 'boy', 'times', 'disappoint', 'paid', 'fry', 'poor', 'greedo', 'together']",6,0.155,0.777,0.067,-0.5106
HAN,EpisodeIV,You sent Greedo to blast me.,"['sent', 'greedo', 'blast']",153,0.0,1.0,0.0,0.0
JABBA,EpisodeIV,"Han, why you're the best smuggler in the business.  You're too valuable to fry.  He was only relaying my concern at your delays.  He wasn't going to blast you.","['han', 'best', 'smuggler', 'business', 'valuable', 'fry', 'relaying', 'concern', 'delays', 'going', 'blast']",6,0.085,0.714,0.201,0.6369
HAN,EpisodeIV,"I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself.","['think', 'thought', 'next', 'time', 'send', 'one', 'twerps', 'got', 'something', 'say', 'come', 'see']",153,0.0,1.0,0.0,0.0
JABBA,EpisodeIV,"Han, Han!  If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It's not good business.","['han', 'han', 'dump', 'shipment', 'spice', 'understand', 'make', 'exception', 'every', 'pilot', 'smuggled', 'dumped', 'shipment', 'first', 'sign', 'imperial', 'starship', 'good', 'business']",6,0.149,0.81,0.041,-0.6921
HAN,EpisodeIV,"You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time.","['know', 'even', 'boarded', 'sometimes', 'jabba', 'choice', 'gota', 'charter', 'now', 'pay', 'back', 'plus', 'little', 'extra', 'need', 'time']",153,0.094,0.906,0.0,-0.296
JABBA,EpisodeIV,"Put your blasters away.  Han, my boy, I'm only doing this because you're the best and I need you.  So, for an extra, say... twenty percent I'll give you a little more time... but this is it.  If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life.","['put', 'blasters', 'away', 'han', 'boy', 'best', 'need', 'extra', 'say', 'twenty', 'percent', 'give', 'little', 'time', 'disappoint', 'put', 'price', 'head', 'large', 'able', 'go', 'near', 'civilized', 'system', 'rest', 'short', 'life']",6,0.049,0.915,0.036,-0.2382
HAN,EpisodeIV,"Jabba, I'll pay you because it's my pleasure.","['jabba', 'pay', 'pleasure']",153,0.126,0.541,0.333,0.5106
LUKE,EpisodeIV,What a piece of junk.,"['piece', 'junk']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself.","['make', 'point', 'five', 'beyond', 'speed', 'light', 'may', 'look', 'much', 'got', 'counts', 'kid', 'added', 'special', 'modifications']",153,0.048,0.841,0.111,0.4579
HAN,EpisodeIV,"We're a little rushed, so if you'll hurry aboard we'll get out of here.","['little', 'rushed', 'hurry', 'aboard']",153,0.0,0.922,0.078,0.0258
THREEPIO,EpisodeIV,"Hello, sir.","['hello', 'sir']",119,0.0,1.0,0.0,0.0
TROOPER,EpisodeIV,Which way?,['way'],19,0.0,1.0,0.0,0.0
TROOPER,EpisodeIV,"All right, men.  Load your weapons!","['right', 'men', 'load', 'weapons']",19,0.39,0.61,0.0,-0.4926
TROOPER,EpisodeIV,Stop that ship!,"['stop', 'ship']",19,0.555,0.445,0.0,-0.3595
TROOPER,EpisodeIV,Blast 'em!,"['blast', 'em']",19,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Chewie, get us out of here!","['chewie', 'us']",153,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Oh, my.  I'd forgotten how much I hate space travel.","['oh', 'forgotten', 'much', 'hate', 'space', 'travel']",119,0.412,0.588,0.0,-0.6808
HAN,EpisodeIV,It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.,"['looks', 'imperial', 'cruiser', 'passengers', 'must', 'hotter', 'thought', 'try', 'hold', 'angle', 'deflector', 'shield', 'make', 'calculations', 'jump', 'light', 'speed']",153,0.0,0.93,0.07,0.3612
HAN,EpisodeIV,Stay sharp!  There are two more coming in; they're going to try to cut us off.,"['stay', 'sharp', 'two', 'coming', 'going', 'try', 'cut', 'us']",153,0.138,0.862,0.0,-0.3382
LUKE,EpisodeIV,Why don't you outrun them?  I thought you said this thing was fast.,"['outrun', 'thought', 'said', 'thing', 'fast']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Watch your mouth, kid, or you're going to find yourself floating home.  We'll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We'll lose them!","['watch', 'mouth', 'kid', 'going', 'find', 'floating', 'home', 'safe', 'enough', 'make', 'jump', 'hyperspace', 'besides', 'know', 'maneuvers', 'lose']",153,0.075,0.836,0.089,0.126
HAN,EpisodeIV,Here's where the fun begins!,"['fun', 'begins']",153,0.0,0.527,0.473,0.5562
BEN,EpisodeIV,How long before you can make the jump to light speed?,"['long', 'make', 'jump', 'light', 'speed']",82,0.0,1.0,0.0,0.0
HAN,EpisodeIV,It'll take a few moments to get the coordinates from the navi-computer.,"['itll', 'take', 'moments', 'coordinates', 'navicomputer']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Are you kidding?  At the rate they're gaining...,"['kidding', 'rate', 'gaining']",254,0.0,0.588,0.412,0.4939
HAN,EpisodeIV,"Traveling through hyperspace isn't like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?","['traveling', 'hyperspace', 'dusting', 'crops', 'boy', 'without', 'precise', 'calculations', 'fly', 'right', 'star', 'bounce', 'close', 'supernova', 'thatd', 'end', 'trip', 'real', 'quick']",153,0.068,0.932,0.0,-0.3404
LUKE,EpisodeIV,What's that flashing?,['flashing'],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"We're losing our deflector shield.  Go strap yourself in, I'm going to make the jump to light speed.","['losing', 'deflector', 'shield', 'go', 'strap', 'going', 'make', 'jump', 'light', 'speed']",153,0.133,0.867,0.0,-0.3818
MOTTI,EpisodeIV,We've entered the Alderaan system.,"['entered', 'alderaan', 'system']",4,0.0,1.0,0.0,0.0
LEIA,EpisodeIV,"Governor Tarkin, I should have expected to find you holding Vader's leash.  I recognized your foul stench when I was brought on board.","['governor', 'tarkin', 'expected', 'find', 'holding', 'vaders', 'leash', 'recognized', 'foul', 'stench', 'brought', 'board']",57,0.13,0.87,0.0,-0.5106
TARKIN,EpisodeIV,Charming to the last.  You don't know how hard I found it signing the order to terminate your life!,"['charming', 'last', 'know', 'hard', 'found', 'signing', 'order', 'terminate', 'life']",28,0.0,0.759,0.241,0.6584
LEIA,EpisodeIV,to take the responsibility yourself!,"['take', 'responsibility']",57,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now.","['princess', 'leia', 'execution', 'guest', 'ceremony', 'will', 'make', 'battle', 'station', 'operational', 'star', 'system', 'will', 'dare', 'oppose', 'emperor', 'now']",28,0.142,0.79,0.068,-0.4019
LEIA,EpisodeIV,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers.","['tighten', 'grip', 'tarkin', 'star', 'systems', 'will', 'slip', 'fingers']",57,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,"Not after we demonstrate the power of this station.  In a way, you have determined the choice of the planet that'll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan.","['demonstrate', 'power', 'station', 'way', 'determined', 'choice', 'planet', 'thatll', 'destroyed', 'first', 'reluctant', 'provide', 'us', 'location', 'rebel', 'base', 'chosen', 'test', 'stations', 'destructive', 'power', 'home', 'planet', 'alderaan']",28,0.176,0.784,0.039,-0.8126
LEIA,EpisodeIV,No!  Alderaan is peaceful.  We have no weapons.  You can't possibly...,"['alderaan', 'peaceful', 'weapons', 'possibly']",57,0.0,0.604,0.396,0.7094
TARKIN,EpisodeIV,You would prefer another target?  A military target?  Then name the system!,"['prefer', 'another', 'target', 'military', 'target', 'name', 'system']",28,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,I grow tired of asking this.  So it'll be the last time.  Where is the Rebel base?,"['grow', 'tired', 'asking', 'itll', 'last', 'time', 'rebel', 'base']",28,0.231,0.769,0.0,-0.5423
LEIA,EpisodeIV,Dantooine.,['dantooine'],57,0.0,1.0,0.0,0.0
LEIA,EpisodeIV,They're on Dantooine.,['dantooine'],57,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,"There.  You see Lord Vader, she can be reasonable. Continue with the operation.  You may fire when ready.","['see', 'lord', 'vader', 'reasonable', 'continue', 'operation', 'may', 'fire', 'ready']",28,0.115,0.766,0.12,0.0258
LEIA,EpisodeIV,What?,[],57,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,You're far too trusting.  Dantooine is too remote to make an effective demonstration.  But don't worry.  We will deal with your Rebel friends soon enough. ,"['far', 'trusting', 'dantooine', 'remote', 'make', 'effective', 'demonstration', 'worry', 'will', 'deal', 'rebel', 'friends', 'soon', 'enough']",28,0.057,0.571,0.372,0.8576
LEIA,EpisodeIV,No!,[],57,0.0,1.0,0.0,0.0
VADER,EpisodeIV,Commence primary ignition.,"['commence', 'primary', 'ignition']",41,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Are you all right?  What's wrong?,"['right', 'wrong']",254,0.409,0.591,0.0,-0.5362
BEN,EpisodeIV,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened.,"['felt', 'great', 'disturbance', 'force', 'millions', 'voices', 'suddenly', 'cried', 'terror', 'suddenly', 'silenced', 'fear', 'something', 'terrible', 'happened']",82,0.363,0.537,0.1,-0.8689
BEN,EpisodeIV,You'd better get on with your exercises.,"['better', 'exercises']",82,0.0,0.674,0.326,0.4404
HAN,EpisodeIV,"Well, you can forget your troubles with those Imperial slugs.  I told you I'd outrun 'em.","['forget', 'troubles', 'imperial', 'slugs', 'told', 'outrun', 'em']",153,0.245,0.65,0.105,-0.4215
HAN,EpisodeIV,Don't everyone thank me at once.,"['everyone', 'thank']",153,0.297,0.703,0.0,-0.2755
HAN,EpisodeIV,"Anyway, we should be at Alderaan about oh-two-hundred hours.","['anyway', 'alderaan', 'ohtwohundred', 'hours']",153,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Now be careful, Artoo.","['now', 'careful', 'artoo']",119,0.0,0.652,0.348,0.1531
THREEPIO,EpisodeIV,He made a fair move.  Screaming about it won't help you.,"['made', 'fair', 'move', 'screaming', 'help']",119,0.32,0.528,0.152,-0.3732
HAN,EpisodeIV,Let him have it. It's not wise to upset a Wookiee.,"['let', 'wise', 'upset', 'wookiee']",153,0.186,0.655,0.159,-0.0951
THREEPIO,EpisodeIV,"But sir, nobody worries about upsetting a droid.","['sir', 'nobody', 'worries', 'upsetting', 'droid']",119,0.567,0.433,0.0,-0.8338
HAN,EpisodeIV,That's 'cause droids don't pull people's arms out of their socket when they lose.  Wookiees are known to do that.,"['cause', 'droids', 'pull', 'peoples', 'arms', 'socket', 'lose', 'wookiees', 'known']",153,0.124,0.876,0.0,-0.4019
THREEPIO,EpisodeIV,"I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win.","['see', 'point', 'sir', 'suggest', 'new', 'strategy', 'artoo', 'let', 'wookiee', 'win']",119,0.0,0.787,0.213,0.5859
BEN,EpisodeIV,"Remember, a Jedi can feel the Force flowing through him.","['remember', 'jedi', 'feel', 'force', 'flowing']",82,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,You mean it controls your actions?,"['mean', 'controls', 'actions']",254,0.0,1.0,0.0,0.0
BEN,EpisodeIV,Partially. But it also obeys your commands.,"['partially', 'obeys', 'commands']",82,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.","['hokey', 'religions', 'ancient', 'weapons', 'match', 'good', 'blaster', 'side', 'kid']",153,0.243,0.619,0.138,-0.296
LUKE,EpisodeIV,"You don't believe in the Force, do you?","['believe', 'force']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Kid, I've flown from one side of this galaxy to the other.  I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything.  There's no mystical energy field that controls my destiny.","['kid', 'flown', 'one', 'side', 'galaxy', 'seen', 'lot', 'strange', 'stuff', 'never', 'seen', 'anything', 'make', 'believe', 'one', 'allpowerful', 'force', 'controlling', 'everything', 'mystical', 'energy', 'field', 'controls', 'destiny']",153,0.138,0.862,0.0,-0.662
HAN,EpisodeIV,It's all a lot of simple tricks and nonsense.,"['lot', 'simple', 'tricks', 'nonsense']",153,0.375,0.625,0.0,-0.4939
BEN,EpisodeIV,"I suggest you try it again, Luke.","['suggest', 'try', 'luke']",82,0.0,1.0,0.0,0.0
BEN,EpisodeIV,"This time, let go your conscious self and act on instinct.","['time', 'let', 'go', 'conscious', 'self', 'act', 'instinct']",82,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"With the blast shield down, I can't even see.  How am I supposed to fight?","['blast', 'shield', 'even', 'see', 'supposed', 'fight']",254,0.157,0.843,0.0,-0.3818
BEN,EpisodeIV,Your eyes can deceive you.  Don't trust them.,"['eyes', 'deceive', 'trust']",82,0.474,0.526,0.0,-0.6599
BEN,EpisodeIV,Stretch out with your feelings.,"['stretch', 'feelings']",82,0.0,1.0,0.0,0.0
BEN,EpisodeIV,"You see, you can do it.",['see'],82,0.0,1.0,0.0,0.0
HAN,EpisodeIV,I call it luck. ,"['call', 'luck']",153,0.0,0.5,0.5,0.4588
BEN,EpisodeIV,"In my experience, there's no such thing as luck.","['experience', 'thing', 'luck']",82,0.18,0.574,0.246,0.2023
HAN,EpisodeIV,"Look, going good against remotes is one thing.  Going good against the living?  That's something else.","['look', 'going', 'good', 'remotes', 'one', 'thing', 'going', 'good', 'living', 'something']",153,0.0,0.707,0.293,0.7003
HAN,EpisodeIV,Looks like we're coming up on Alderaan.,"['looks', 'coming', 'alderaan']",153,0.0,0.706,0.294,0.3612
LUKE,EpisodeIV,"You know, I did feel something.  I could almost see the remote.","['know', 'feel', 'something', 'almost', 'see', 'remote']",254,0.0,1.0,0.0,0.0
BEN,EpisodeIV,That's good.  You have taken your first step into a larger world.,"['good', 'taken', 'first', 'step', 'larger', 'world']",82,0.0,0.791,0.209,0.4404
TARKIN,EpisodeIV,Yes.,['yes'],28,0.0,0.0,1.0,0.4019
TARKIN,EpisodeIV,She lied!  She lied to us!,"['lied', 'lied', 'us']",28,0.591,0.409,0.0,-0.6988
VADER,EpisodeIV,I told you she would never consciously betray the Rebellion.,"['told', 'never', 'consciously', 'betray', 'rebellion']",41,0.117,0.622,0.262,0.4344
TARKIN,EpisodeIV,Terminate her... immediately!,"['terminate', 'immediately']",28,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Stand by, Chewie, here we go.  Cut in the sublight engines.","['stand', 'chewie', 'go', 'cut', 'sublight', 'engines']",153,0.174,0.826,0.0,-0.2732
HAN,EpisodeIV,"What the...?  Aw, we've come out of hyperspace into a meteor shower.  Some kind of asteroid collision.  It's not on any of the charts.","['aw', 'come', 'hyperspace', 'meteor', 'shower', 'kind', 'asteroid', 'collision', 'charts']",153,0.098,0.902,0.0,-0.3612
LUKE,EpisodeIV,What's going on?,['going'],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Our position is correct, except... no, Alderaan!","['position', 'correct', 'except', 'alderaan']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,What do you mean?  Where is it?,['mean'],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Thats what I'm trying to tell you, kid.  It ain't there.  It's been totally blown away.","['trying', 'tell', 'kid', 'aint', 'totally', 'blown', 'away']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,What?  How?,[],254,0.0,1.0,0.0,0.0
BEN,EpisodeIV,Destroyed... by the Empire!,"['destroyed', 'empire']",82,0.538,0.462,0.0,-0.5411
HAN,EpisodeIV,The entire starfleet couldn't destroy the whole planet.  It'd take a thousand ships with more fire power than I've...,"['entire', 'starfleet', 'destroy', 'whole', 'planet', 'itd', 'take', 'thousand', 'ships', 'fire', 'power']",153,0.119,0.754,0.126,0.0405
HAN,EpisodeIV,There's another ship coming in.,"['another', 'ship', 'coming']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Maybe they know what happened.,"['maybe', 'know', 'happened']",254,0.0,1.0,0.0,0.0
BEN,EpisodeIV,It's an Imperial fighter.,"['imperial', 'fighter']",82,0.0,0.652,0.348,0.1531
LUKE,EpisodeIV,It followed us!,"['followed', 'us']",254,0.0,1.0,0.0,0.0
BEN,EpisodeIV,No.  It's a short range fighter.,"['short', 'range', 'fighter']",82,0.0,0.758,0.242,0.1531
HAN,EpisodeIV,There aren't any bases around here.  Where did it come from?,"['bases', 'around', 'come']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"It sure is leaving in a big hurry.  If they identify us, we're in big trouble.","['sure', 'leaving', 'big', 'hurry', 'identify', 'us', 'big', 'trouble']",254,0.142,0.737,0.121,-0.1027
HAN,EpisodeIV,Not if I can help it.  Chewie... jam it's transmissions.,"['help', 'chewie', 'jam', 'transmissions']",153,0.0,0.769,0.231,0.4019
BEN,EpisodeIV,It'd be as well to let it go.  It's too far out of range.,"['itd', 'let', 'go', 'far', 'range']",82,0.0,0.861,0.139,0.2732
HAN,EpisodeIV,Not for long...,['long'],153,0.0,1.0,0.0,0.0
BEN,EpisodeIV,A fighter that size couldn't get this deep into space on its own.,"['fighter', 'size', 'deep', 'space']",82,0.0,0.882,0.118,0.1531
LUKE,EpisodeIV,"Then he must have gotten lost, been part of a convoy or something...","['must', 'gotten', 'lost', 'part', 'convoy', 'something']",254,0.161,0.839,0.0,-0.3182
HAN,EpisodeIV,"Well, he ain't going to be around long enough to tell anyone about us.","['aint', 'going', 'around', 'long', 'enough', 'tell', 'anyone', 'us']",153,0.0,0.861,0.139,0.2732
LUKE,EpisodeIV,Look at him.  He's heading for that small moon.,"['look', 'heading', 'small', 'moon']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,I think I can get him before he gets there... he's almost in range.,"['think', 'gets', 'almost', 'range']",153,0.0,1.0,0.0,0.0
BEN,EpisodeIV,That's no moon!  It's a space station.,"['moon', 'space', 'station']",82,0.293,0.707,0.0,-0.3595
HAN,EpisodeIV,It's too big to be a space station.,"['big', 'space', 'station']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,I have a very bad feeling about this.,"['bad', 'feeling']",254,0.328,0.519,0.154,-0.4615
BEN,EpisodeIV,Turn the ship around!,"['turn', 'ship', 'around']",82,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Yeah, I think your right.  Full reverse!  Chewie, lock in the auxiliary power.","['yeah', 'think', 'right', 'full', 'reverse', 'chewie', 'lock', 'auxiliary', 'power']",153,0.0,0.828,0.172,0.3595
LUKE,EpisodeIV,Why are we still moving towards it?,"['still', 'moving', 'towards']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,We're caught in a tractor beam!  It's pulling us in!,"['caught', 'tractor', 'beam', 'pulling', 'us']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,But there's gotta be something you can do!,"['got', 'ta', 'something']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"There's nothin' I can do about it, kid.  I'm in full power.  I'm going to have to shut down.  But they're not going to get me without a fight!","['nothin', 'kid', 'full', 'power', 'going', 'shut', 'going', 'without', 'fight']",153,0.0,0.901,0.099,0.471
BEN,EpisodeIV,You can't win.  But there are alternatives to fighting.,"['win', 'alternatives', 'fighting']",82,0.43,0.57,0.0,-0.647
OFFICER,EpisodeIV,To your stations!,['stations'],11,0.0,1.0,0.0,0.0
OFFICER,EpisodeIV,Come with me.,['come'],11,0.0,1.0,0.0,0.0
OFFICER,EpisodeIV,Close all outboard shields!  Close all outboard shields!,"['close', 'outboard', 'shields', 'close', 'outboard', 'shields']",11,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,Yes.,['yes'],28,0.0,0.0,1.0,0.4019
VOICE,EpisodeIV,We've captured a freighter entering the remains of the Alderaan system.  It's markings match those of a ship that blasted its way out of Mos Eisley.,"['captured', 'freighter', 'entering', 'remains', 'alderaan', 'system', 'markings', 'match', 'ship', 'blasted', 'way', 'mos', 'eisley']",3,0.0,1.0,0.0,0.0
VADER,EpisodeIV,They must be trying to return the stolen plans to the princess.  She may yet be of some use to us.,"['must', 'trying', 'return', 'stolen', 'plans', 'princess', 'may', 'yet', 'use', 'us']",41,0.138,0.862,0.0,-0.4939
VOICE,EpisodeIV,Unlock one-five-seven and nine. Release charges.,"['unlock', 'onefiveseven', 'nine', 'release', 'charges']",3,0.296,0.704,0.0,-0.2732
OFFICER,EpisodeIV,"There's no one on board, sir.  According to the log, the crew abandoned ship right after takeoff.  It must be a decoy, sir.  Several of the escape pods have been jettisoned.","['one', 'board', 'sir', 'according', 'log', 'crew', 'abandoned', 'ship', 'right', 'takeoff', 'must', 'decoy', 'sir', 'several', 'escape', 'pods', 'jettisoned']",11,0.149,0.802,0.049,-0.5423
VADER,EpisodeIV,Did you find any droids?,"['find', 'droids']",41,0.0,1.0,0.0,0.0
OFFICER,EpisodeIV,"No, sir.  If there were any on board, they must also have jettisoned.","['sir', 'board', 'must', 'jettisoned']",11,0.0,1.0,0.0,0.0
VADER,EpisodeIV,Send a scanning crew on board.  I want every part of this ship checked.,"['send', 'scanning', 'crew', 'board', 'want', 'every', 'part', 'ship', 'checked']",41,0.0,0.909,0.091,0.0772
OFFICER,EpisodeIV,"Yes, sir.","['yes', 'sir']",11,0.0,0.27,0.73,0.4019
VADER,EpisodeIV,I sense something... a presence I haven't felt since...,"['sense', 'something', 'presence', 'felt']",41,0.0,1.0,0.0,0.0
OFFICER,EpisodeIV,Get me a scanning crew in here on the double.  I want every part of this ship checked!,"['scanning', 'crew', 'double', 'want', 'every', 'part', 'ship', 'checked']",11,0.0,0.914,0.086,0.1511
LUKE,EpisodeIV,"Boy, it's lucky you had these compartments.","['boy', 'lucky', 'compartments']",254,0.0,0.682,0.318,0.4215
HAN,EpisodeIV,"I use them for smuggling.  I never thought I'd be smuggling myself in them.  This is ridiculous.  Even if I could take off, I'd never get past the tractor beam.","['use', 'smuggling', 'never', 'thought', 'smuggling', 'ridiculous', 'even', 'take', 'never', 'past', 'tractor', 'beam']",153,0.244,0.756,0.0,-0.8271
BEN,EpisodeIV,Leave that to me!,['leave'],82,0.332,0.668,0.0,-0.126
HAN,EpisodeIV,Damn fool. I knew that you were going to say that!,"['damn', 'fool', 'knew', 'going', 'say']",153,0.396,0.604,0.0,-0.7088
BEN,EpisodeIV,Who's the more foolish... the fool or the fool who follows him?,"['foolish', 'fool', 'fool', 'follows']",82,0.484,0.516,0.0,-0.8155
TROOPER,EpisodeIV,"The ship's all yours.  If the scanners pick up anything, report it immediately.  All right, let's go.","['ships', 'scanners', 'pick', 'anything', 'report', 'immediately', 'right', 'go']",19,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Hey down there, could you give us a hand with this?","['hey', 'give', 'us', 'hand']",153,0.0,0.758,0.242,0.4939
LUKE,EpisodeIV,"You know, between his howling and your blasting everything in sight, it's a wonder the whole station doesn't know we're here.","['know', 'howling', 'blasting', 'everything', 'sight', 'wonder', 'whole', 'station', 'know']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Bring them on!  I prefer a straight fight to all this sneaking around.,"['bring', 'prefer', 'straight', 'fight', 'sneaking', 'around']",153,0.183,0.697,0.12,-0.2481
THREEPIO,EpisodeIV,"We found the computer outlet, sir.","['found', 'computer', 'outlet', 'sir']",119,0.0,1.0,0.0,0.0
BEN,EpisodeIV,Plug in.  He should be able to interpret the entire Imperial computer network.,"['plug', 'able', 'interpret', 'entire', 'imperial', 'computer', 'network']",82,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,He says he's found the main control to the power beam that's holding the ship here.  He'll try to make the precise location appear on the monitor.,"['says', 'found', 'main', 'control', 'power', 'beam', 'holding', 'ship', 'try', 'make', 'precise', 'location', 'appear', 'monitor']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,The tractor beam is coupled to the main reactor in seven locations.  A power loss at one of the terminals will allow the ship to leave.,"['tractor', 'beam', 'coupled', 'main', 'reactor', 'seven', 'locations', 'power', 'loss', 'one', 'terminals', 'will', 'allow', 'ship', 'leave']",119,0.123,0.81,0.067,-0.1531
BEN,EpisodeIV,I don't think you boys can help.  I must go alone.,"['think', 'boys', 'help', 'must', 'go', 'alone']",82,0.146,0.657,0.197,0.1779
HAN,EpisodeIV,Whatever you say.  I've done more than I bargained for on this trip already.,"['whatever', 'say', 'done', 'bargained', 'trip', 'already']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,I want to go with you.,"['want', 'go']",254,0.0,0.794,0.206,0.0772
BEN,EpisodeIV,"Be patient, Luke.  Stay and watch over the droids.","['patient', 'luke', 'stay', 'watch', 'droids']",82,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,But he can...,[],254,0.0,1.0,0.0,0.0
BEN,EpisodeIV,They must be delivered safely or other star systems will suffer the same fate as Alderaan.  Your destiny lies along a different path from mine.  The Force will be with you... always!,"['must', 'delivered', 'safely', 'star', 'systems', 'will', 'suffer', 'fate', 'alderaan', 'destiny', 'lies', 'along', 'different', 'path', 'mine', 'force', 'will', 'always']",82,0.17,0.748,0.082,-0.5255
